Transaccion_id,Fecha_transcc,Cliente_id,Factura,Fecha_Factura,Item,Precio_unitario,Cantidad,Subtotal,IVA_12,Total_Factura,Forma_pago
1995,"2021-03-17 00:00:00",351,F-000-01995,"2021-03-17 00:00:00",Pack-B,250,2,500,60,560,Credito
1996,"2021-06-25 00:00:00",165,F-000-01996,"2021-06-25 00:00:00",Pack-A,150,9,1350,162,1512,Credito
1997,"2021-01-01 00:00:00",500,F-000-01997,"2021-01-01 00:00:00",Pack-B,250,1,250,30,280,Credito
1998,"2021-06-23 00:00:00",351,F-000-01998,"2021-06-23 00:00:00",Pack-A,150,9,1350,162,1512,Credito
1999,"2021-02-12 00:00:00",141,F-000-01999,"2021-02-12 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2000,"2021-04-21 00:00:00",309,F-000-02000,"2021-04-21 00:00:00",Pack-C,350,2,700,84,784,Credito
2001,"2021-04-27 00:00:00",309,F-000-02001,"2021-04-27 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2002,"2021-06-08 00:00:00",95,F-000-02002,"2021-06-08 00:00:00",Pack-A,150,4,600,72,672,Credito
2003,"2021-01-07 00:00:00",221,F-000-02003,"2021-01-07 00:00:00",Pack-A,150,1,150,18,168,Credito
2004,"2021-03-25 00:00:00",324,F-000-02004,"2021-03-25 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2005,"2021-02-09 00:00:00",467,F-000-02005,"2021-02-09 00:00:00",Pack-B,250,3,750,90,840,Credito
2006,"2021-01-04 00:00:00",485,F-000-02006,"2021-01-04 00:00:00",Pack-A,150,2,300,36,336,Credito
2007,"2021-04-02 00:00:00",226,F-000-02007,"2021-04-02 00:00:00",Pack-B,250,3,750,90,840,Credito
2008,"2021-03-24 00:00:00",254,F-000-02008,"2021-03-24 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2009,"2021-05-07 00:00:00",42,F-000-02009,"2021-05-07 00:00:00",Pack-C,350,5,1750,210,1960,Credito
2010,"2021-06-11 00:00:00",461,F-000-02010,"2021-06-11 00:00:00",Pack-A,150,6,900,108,1008,Credito
2011,"2021-03-30 00:00:00",309,F-000-02011,"2021-03-30 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2012,"2021-06-11 00:00:00",486,F-000-02012,"2021-06-11 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2013,"2021-02-12 00:00:00",500,F-000-02013,"2021-02-12 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2014,"2021-06-04 00:00:00",485,F-000-02014,"2021-06-04 00:00:00",Pack-A,150,3,450,54,504,Credito
2015,"2021-03-19 00:00:00",113,F-000-02015,"2021-03-19 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2016,"2021-06-14 00:00:00",95,F-000-02016,"2021-06-14 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2017,"2021-01-28 00:00:00",197,F-000-02017,"2021-01-28 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2018,"2021-06-09 00:00:00",253,F-000-02018,"2021-06-09 00:00:00",Pack-B,250,2,500,60,560,Credito
2019,"2021-02-23 00:00:00",357,F-000-02019,"2021-02-23 00:00:00",Pack-A,150,1,150,18,168,Credito
2020,"2021-05-25 00:00:00",351,F-000-02020,"2021-05-25 00:00:00",Pack-A,150,1,150,18,168,Credito
2021,"2021-02-01 00:00:00",197,F-000-02021,"2021-02-01 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2022,"2021-03-24 00:00:00",95,F-000-02022,"2021-03-24 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2023,"2021-02-15 00:00:00",140,F-000-02023,"2021-02-15 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2024,"2021-06-14 00:00:00",12,F-000-02024,"2021-06-14 00:00:00",Pack-A,150,2,300,36,336,Credito
2025,"2021-03-22 00:00:00",298,F-000-02025,"2021-03-22 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2026,"2021-02-17 00:00:00",298,F-000-02026,"2021-02-17 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2027,"2021-02-24 00:00:00",141,F-000-02027,"2021-02-24 00:00:00",Pack-A,150,1,150,18,168,Credito
2028,"2021-01-14 00:00:00",253,F-000-02028,"2021-01-14 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2029,"2021-04-26 00:00:00",140,F-000-02029,"2021-04-26 00:00:00",Pack-A,150,1,150,18,168,Credito
2030,"2021-05-06 00:00:00",41,F-000-02030,"2021-05-06 00:00:00",Pack-A,150,1,150,18,168,Credito
2031,"2021-04-14 00:00:00",77,F-000-02031,"2021-04-14 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2032,"2021-05-13 00:00:00",298,F-000-02032,"2021-05-13 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2033,"2021-06-10 00:00:00",259,F-000-02033,"2021-06-10 00:00:00",Pack-A,150,2,300,36,336,Credito
2034,"2021-01-20 00:00:00",165,F-000-02034,"2021-01-20 00:00:00",Pack-C,350,8,2800,336,3136,Credito
2035,"2021-05-10 00:00:00",351,F-000-02035,"2021-05-10 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2036,"2021-04-08 00:00:00",467,F-000-02036,"2021-04-08 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2037,"2021-04-02 00:00:00",228,F-000-02037,"2021-04-02 00:00:00",Pack-A,150,2,300,36,336,Credito
2038,"2021-01-06 00:00:00",197,F-000-02038,"2021-01-06 00:00:00",Pack-A,150,5,750,90,840,Credito
2039,"2021-03-03 00:00:00",229,F-000-02039,"2021-03-03 00:00:00",Pack-C,350,8,2800,336,3136,Credito
2040,"2021-02-16 00:00:00",345,F-000-02040,"2021-02-16 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2041,"2021-01-15 00:00:00",468,F-000-02041,"2021-01-15 00:00:00",Pack-A,150,5,750,90,840,Credito
2042,"2021-05-04 00:00:00",358,F-000-02042,"2021-05-04 00:00:00",Pack-A,150,6,900,108,1008,Credito
2043,"2021-04-02 00:00:00",165,F-000-02043,"2021-04-02 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2044,"2021-02-01 00:00:00",345,F-000-02044,"2021-02-01 00:00:00",Pack-A,150,5,750,90,840,Credito
2045,"2021-01-18 00:00:00",135,F-000-02045,"2021-01-18 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2046,"2021-03-17 00:00:00",77,F-000-02046,"2021-03-17 00:00:00",Pack-B,250,1,250,30,280,Credito
2047,"2021-04-14 00:00:00",262,F-000-02047,"2021-04-14 00:00:00",Pack-A,150,1,150,18,168,Credito
2048,"2021-01-01 00:00:00",500,F-000-02048,"2021-01-01 00:00:00",Pack-C,350,1,350,42,392,Credito
2049,"2021-06-09 00:00:00",77,F-000-02049,"2021-06-09 00:00:00",Pack-C,350,8,2800,336,3136,Credito
2050,"2021-05-27 00:00:00",378,F-000-02050,"2021-05-27 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2051,"2021-01-11 00:00:00",439,F-000-02051,"2021-01-11 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2052,"2021-06-16 00:00:00",262,F-000-02052,"2021-06-16 00:00:00",Pack-B,250,2,500,60,560,Credito
2053,"2021-05-17 00:00:00",12,F-000-02053,"2021-05-17 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2054,"2021-02-15 00:00:00",164,F-000-02054,"2021-02-15 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2055,"2021-06-10 00:00:00",329,F-000-02055,"2021-06-10 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2056,"2021-01-29 00:00:00",77,F-000-02056,"2021-01-29 00:00:00",Pack-A,150,7,1050,126,1176,Credito
2057,"2021-03-08 00:00:00",41,F-000-02057,"2021-03-08 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2058,"2021-04-09 00:00:00",213,F-000-02058,"2021-04-09 00:00:00",Pack-C,350,5,1750,210,1960,Credito
2059,"2021-05-21 00:00:00",157,F-000-02059,"2021-05-21 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2060,"2021-02-01 00:00:00",157,F-000-02060,"2021-02-01 00:00:00",Pack-B,250,3,750,90,840,Credito
2061,"2021-05-13 00:00:00",329,F-000-02061,"2021-05-13 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2062,"2021-05-24 00:00:00",3,F-000-02062,"2021-05-24 00:00:00",Pack-A,150,3,450,54,504,Credito
2063,"2021-03-08 00:00:00",142,F-000-02063,"2021-03-08 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2064,"2021-05-03 00:00:00",140,F-000-02064,"2021-05-03 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2065,"2021-02-17 00:00:00",262,F-000-02065,"2021-02-17 00:00:00",Pack-A,150,6,900,108,1008,Credito
2066,"2021-03-01 00:00:00",439,F-000-02066,"2021-03-01 00:00:00",Pack-C,350,2,700,84,784,Credito
2067,"2021-01-01 00:00:00",259,F-000-02067,"2021-01-01 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2068,"2021-04-28 00:00:00",226,F-000-02068,"2021-04-28 00:00:00",Pack-B,250,2,500,60,560,Credito
2069,"2021-06-15 00:00:00",329,F-000-02069,"2021-06-15 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2070,"2021-04-02 00:00:00",500,F-000-02070,"2021-04-02 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2071,"2021-04-22 00:00:00",41,F-000-02071,"2021-04-22 00:00:00",Pack-C,350,5,1750,210,1960,Credito
2072,"2021-04-05 00:00:00",228,F-000-02072,"2021-04-05 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2073,"2021-05-19 00:00:00",439,F-000-02073,"2021-05-19 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2074,"2021-04-01 00:00:00",226,F-000-02074,"2021-04-01 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2075,"2021-02-24 00:00:00",254,F-000-02075,"2021-02-24 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2076,"2021-05-03 00:00:00",439,F-000-02076,"2021-05-03 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2077,"2021-01-15 00:00:00",135,F-000-02077,"2021-01-15 00:00:00",Pack-A,150,3,450,54,504,Credito
2078,"2021-04-23 00:00:00",351,F-000-02078,"2021-04-23 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2079,"2021-05-04 00:00:00",342,F-000-02079,"2021-05-04 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2080,"2021-05-28 00:00:00",185,F-000-02080,"2021-05-28 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2081,"2021-06-17 00:00:00",443,F-000-02081,"2021-06-17 00:00:00",Pack-C,350,2,700,84,784,Credito
2082,"2021-05-18 00:00:00",348,F-000-02082,"2021-05-18 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2083,"2021-02-09 00:00:00",226,F-000-02083,"2021-02-09 00:00:00",Pack-A,150,7,1050,126,1176,Credito
2084,"2021-03-23 00:00:00",443,F-000-02084,"2021-03-23 00:00:00",Pack-A,150,7,1050,126,1176,Credito
2085,"2021-03-22 00:00:00",12,F-000-02085,"2021-03-22 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2086,"2021-04-01 00:00:00",461,F-000-02086,"2021-04-01 00:00:00",Pack-A,150,1,150,18,168,Credito
2087,"2021-01-18 00:00:00",142,F-000-02087,"2021-01-18 00:00:00",Pack-A,150,4,600,72,672,Credito
2088,"2021-04-13 00:00:00",226,F-000-02088,"2021-04-13 00:00:00",Pack-A,150,4,600,72,672,Credito
2089,"2021-05-19 00:00:00",113,F-000-02089,"2021-05-19 00:00:00",Pack-B,250,2,500,60,560,Credito
2090,"2021-01-29 00:00:00",298,F-000-02090,"2021-01-29 00:00:00",Pack-B,250,1,250,30,280,Credito
2091,"2021-02-17 00:00:00",41,F-000-02091,"2021-02-17 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2092,"2021-06-10 00:00:00",95,F-000-02092,"2021-06-10 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2093,"2021-06-24 00:00:00",135,F-000-02093,"2021-06-24 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2094,"2021-04-29 00:00:00",357,F-000-02094,"2021-04-29 00:00:00",Pack-C,350,1,350,42,392,Credito
2095,"2021-06-17 00:00:00",142,F-000-02095,"2021-06-17 00:00:00",Pack-C,350,1,350,42,392,Credito
2096,"2021-01-25 00:00:00",358,F-000-02096,"2021-01-25 00:00:00",Pack-B,250,1,250,30,280,Credito
2097,"2021-03-29 00:00:00",309,F-000-02097,"2021-03-29 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2098,"2021-02-26 00:00:00",95,F-000-02098,"2021-02-26 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2099,"2021-02-02 00:00:00",253,F-000-02099,"2021-02-02 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2100,"2021-06-11 00:00:00",259,F-000-02100,"2021-06-11 00:00:00",Pack-A,150,5,750,90,840,Credito
2101,"2021-04-19 00:00:00",12,F-000-02101,"2021-04-19 00:00:00",Pack-A,150,4,600,72,672,Credito
2102,"2021-03-22 00:00:00",468,F-000-02102,"2021-03-22 00:00:00",Pack-B,250,1,250,30,280,Credito
2103,"2021-04-28 00:00:00",141,F-000-02103,"2021-04-28 00:00:00",Pack-A,150,1,150,18,168,Credito
2104,"2021-05-20 00:00:00",95,F-000-02104,"2021-05-20 00:00:00",Pack-A,150,4,600,72,672,Credito
2105,"2021-05-18 00:00:00",329,F-000-02105,"2021-05-18 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2106,"2021-05-10 00:00:00",357,F-000-02106,"2021-05-10 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2107,"2021-03-10 00:00:00",298,F-000-02107,"2021-03-10 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2108,"2021-01-20 00:00:00",228,F-000-02108,"2021-01-20 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2109,"2021-01-01 00:00:00",306,F-000-02109,"2021-01-01 00:00:00",Pack-B,250,2,500,60,560,Credito
2110,"2021-04-27 00:00:00",309,F-000-02110,"2021-04-27 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2111,"2021-01-12 00:00:00",229,F-000-02111,"2021-01-12 00:00:00",Pack-C,350,1,350,42,392,Credito
2112,"2021-05-10 00:00:00",281,F-000-02112,"2021-05-10 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2113,"2021-02-11 00:00:00",486,F-000-02113,"2021-02-11 00:00:00",Pack-B,250,3,750,90,840,Credito
2114,"2021-06-18 00:00:00",191,F-000-02114,"2021-06-18 00:00:00",Pack-A,150,3,450,54,504,Credito
2115,"2021-06-15 00:00:00",221,F-000-02115,"2021-06-15 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2116,"2021-02-04 00:00:00",342,F-000-02116,"2021-02-04 00:00:00",Pack-A,150,6,900,108,1008,Credito
2117,"2021-03-30 00:00:00",345,F-000-02117,"2021-03-30 00:00:00",Pack-B,250,1,250,30,280,Credito
2118,"2021-03-15 00:00:00",461,F-000-02118,"2021-03-15 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2119,"2021-04-29 00:00:00",254,F-000-02119,"2021-04-29 00:00:00",Pack-A,150,3,450,54,504,Credito
2120,"2021-02-15 00:00:00",443,F-000-02120,"2021-02-15 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2121,"2021-03-22 00:00:00",191,F-000-02121,"2021-03-22 00:00:00",Pack-C,350,8,2800,336,3136,Credito
2122,"2021-06-30 00:00:00",443,F-000-02122,"2021-06-30 00:00:00",Pack-B,250,1,250,30,280,Credito
2123,"2021-02-01 00:00:00",486,F-000-02123,"2021-02-01 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2124,"2021-06-04 00:00:00",12,F-000-02124,"2021-06-04 00:00:00",Pack-A,150,1,150,18,168,Credito
2125,"2021-03-12 00:00:00",135,F-000-02125,"2021-03-12 00:00:00",Pack-A,150,4,600,72,672,Credito
2126,"2021-03-24 00:00:00",77,F-000-02126,"2021-03-24 00:00:00",Pack-B,250,1,250,30,280,Credito
2127,"2021-03-11 00:00:00",309,F-000-02127,"2021-03-11 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2128,"2021-04-12 00:00:00",229,F-000-02128,"2021-04-12 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2129,"2021-01-29 00:00:00",378,F-000-02129,"2021-01-29 00:00:00",Pack-B,250,2,500,60,560,Credito
2130,"2021-01-19 00:00:00",3,F-000-02130,"2021-01-19 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2131,"2021-02-03 00:00:00",221,F-000-02131,"2021-02-03 00:00:00",Pack-A,150,4,600,72,672,Credito
2132,"2021-02-19 00:00:00",357,F-000-02132,"2021-02-19 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2133,"2021-01-04 00:00:00",253,F-000-02133,"2021-01-04 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2134,"2021-05-20 00:00:00",348,F-000-02134,"2021-05-20 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2135,"2021-03-03 00:00:00",342,F-000-02135,"2021-03-03 00:00:00",Pack-A,150,2,300,36,336,Credito
2136,"2021-02-23 00:00:00",443,F-000-02136,"2021-02-23 00:00:00",Pack-B,250,1,250,30,280,Credito
2137,"2021-05-20 00:00:00",281,F-000-02137,"2021-05-20 00:00:00",Pack-A,150,7,1050,126,1176,Credito
2138,"2021-04-20 00:00:00",439,F-000-02138,"2021-04-20 00:00:00",Pack-A,150,6,900,108,1008,Credito
2139,"2021-01-18 00:00:00",262,F-000-02139,"2021-01-18 00:00:00",Pack-B,250,2,500,60,560,Credito
2140,"2021-02-25 00:00:00",342,F-000-02140,"2021-02-25 00:00:00",Pack-C,350,8,2800,336,3136,Credito
2141,"2021-05-20 00:00:00",262,F-000-02141,"2021-05-20 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2142,"2021-04-26 00:00:00",309,F-000-02142,"2021-04-26 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2143,"2021-06-03 00:00:00",378,F-000-02143,"2021-06-03 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2144,"2021-06-21 00:00:00",140,F-000-02144,"2021-06-21 00:00:00",Pack-A,150,2,300,36,336,Credito
2145,"2021-06-15 00:00:00",348,F-000-02145,"2021-06-15 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2146,"2021-05-28 00:00:00",357,F-000-02146,"2021-05-28 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2147,"2021-01-22 00:00:00",443,F-000-02147,"2021-01-22 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2148,"2021-03-31 00:00:00",306,F-000-02148,"2021-03-31 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2149,"2021-05-27 00:00:00",500,F-000-02149,"2021-05-27 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2150,"2021-01-22 00:00:00",26,F-000-02150,"2021-01-22 00:00:00",Pack-B,250,2,500,60,560,Credito
2151,"2021-01-15 00:00:00",485,F-000-02151,"2021-01-15 00:00:00",Pack-A,150,3,450,54,504,Credito
2152,"2021-06-25 00:00:00",259,F-000-02152,"2021-06-25 00:00:00",Pack-B,250,6,1500,180,1680,Credito
2153,"2021-04-15 00:00:00",468,F-000-02153,"2021-04-15 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2154,"2021-04-09 00:00:00",95,F-000-02154,"2021-04-09 00:00:00",Pack-B,250,7,1750,210,1960,Credito
2155,"2021-04-02 00:00:00",157,F-000-02155,"2021-04-02 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2156,"2021-04-20 00:00:00",329,F-000-02156,"2021-04-20 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2157,"2021-06-30 00:00:00",221,F-000-02157,"2021-06-30 00:00:00",Pack-C,350,1,350,42,392,Credito
2158,"2021-06-30 00:00:00",259,F-000-02158,"2021-06-30 00:00:00",Pack-B,250,2,500,60,560,Credito
2159,"2021-06-15 00:00:00",226,F-000-02159,"2021-06-15 00:00:00",Pack-A,150,2,300,36,336,Credito
2160,"2021-05-03 00:00:00",461,F-000-02160,"2021-05-03 00:00:00",Pack-B,250,3,750,90,840,Credito
2161,"2021-04-23 00:00:00",26,F-000-02161,"2021-04-23 00:00:00",Pack-B,250,1,250,30,280,Credito
2162,"2021-06-03 00:00:00",324,F-000-02162,"2021-06-03 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2163,"2021-06-17 00:00:00",226,F-000-02163,"2021-06-17 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2164,"2021-02-18 00:00:00",228,F-000-02164,"2021-02-18 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2165,"2021-06-15 00:00:00",185,F-000-02165,"2021-06-15 00:00:00",Pack-A,150,2,300,36,336,Credito
2166,"2021-03-05 00:00:00",229,F-000-02166,"2021-03-05 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2167,"2021-04-08 00:00:00",254,F-000-02167,"2021-04-08 00:00:00",Pack-A,150,3,450,54,504,Credito
2168,"2021-02-02 00:00:00",485,F-000-02168,"2021-02-02 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2169,"2021-04-08 00:00:00",351,F-000-02169,"2021-04-08 00:00:00",Pack-B,250,2,500,60,560,Credito
2170,"2021-02-11 00:00:00",77,F-000-02170,"2021-02-11 00:00:00",Pack-C,350,2,700,84,784,Credito
2171,"2021-05-14 00:00:00",342,F-000-02171,"2021-05-14 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2172,"2021-01-27 00:00:00",298,F-000-02172,"2021-01-27 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2173,"2021-04-01 00:00:00",378,F-000-02173,"2021-04-01 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2174,"2021-05-17 00:00:00",229,F-000-02174,"2021-05-17 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2175,"2021-03-15 00:00:00",41,F-000-02175,"2021-03-15 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2176,"2021-04-06 00:00:00",213,F-000-02176,"2021-04-06 00:00:00",Pack-C,350,2,700,84,784,Credito
2177,"2021-03-16 00:00:00",378,F-000-02177,"2021-03-16 00:00:00",Pack-B,250,2,500,60,560,Credito
2178,"2021-01-27 00:00:00",226,F-000-02178,"2021-01-27 00:00:00",Pack-A,150,1,150,18,168,Credito
2179,"2021-01-11 00:00:00",157,F-000-02179,"2021-01-11 00:00:00",Pack-C,350,5,1750,210,1960,Credito
2180,"2021-05-03 00:00:00",140,F-000-02180,"2021-05-03 00:00:00",Pack-A,150,5,750,90,840,Credito
2181,"2021-05-03 00:00:00",324,F-000-02181,"2021-05-03 00:00:00",Pack-B,250,8,2000,240,2240,Credito
2182,"2021-03-03 00:00:00",229,F-000-02182,"2021-03-03 00:00:00",Pack-A,150,5,750,90,840,Credito
2183,"2021-06-21 00:00:00",42,F-000-02183,"2021-06-21 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2184,"2021-03-23 00:00:00",259,F-000-02184,"2021-03-23 00:00:00",Pack-A,150,6,900,108,1008,Credito
2185,"2021-03-31 00:00:00",221,F-000-02185,"2021-03-31 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2186,"2021-04-07 00:00:00",485,F-000-02186,"2021-04-07 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2187,"2021-05-12 00:00:00",325,F-000-02187,"2021-05-12 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2188,"2021-01-06 00:00:00",185,F-000-02188,"2021-01-06 00:00:00",Pack-A,150,2,300,36,336,Credito
2189,"2021-04-01 00:00:00",135,F-000-02189,"2021-04-01 00:00:00",Pack-C,350,6,2100,252,2352,Credito
2190,"2021-02-02 00:00:00",298,F-000-02190,"2021-02-02 00:00:00",Pack-B,250,9,2250,270,2520,Credito
2191,"2021-05-10 00:00:00",342,F-000-02191,"2021-05-10 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2192,"2021-06-01 00:00:00",259,F-000-02192,"2021-06-01 00:00:00",Pack-A,150,1,150,18,168,Credito
2193,"2021-06-03 00:00:00",348,F-000-02193,"2021-06-03 00:00:00",Pack-B,250,4,1000,120,1120,Credito
2194,"2021-01-28 00:00:00",461,F-000-02194,"2021-01-28 00:00:00",Pack-B,250,2,500,60,560,Credito
2195,"2021-04-02 00:00:00",461,F-000-02195,"2021-04-02 00:00:00",Pack-A,150,5,750,90,840,Credito
2196,"2021-02-17 00:00:00",486,F-000-02196,"2021-02-17 00:00:00",Pack-A,150,6,900,108,1008,Credito
2197,"2021-06-08 00:00:00",142,F-000-02197,"2021-06-08 00:00:00",Pack-A,150,2,300,36,336,Credito
2198,"2021-05-11 00:00:00",342,F-000-02198,"2021-05-11 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2199,"2021-01-08 00:00:00",42,F-000-02199,"2021-01-08 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2200,"2021-05-24 00:00:00",262,F-000-02200,"2021-05-24 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2201,"2021-03-16 00:00:00",357,F-000-02201,"2021-03-16 00:00:00",Pack-A,150,8,1200,144,1344,Credito
2202,"2021-06-03 00:00:00",185,F-000-02202,"2021-06-03 00:00:00",Pack-C,350,7,2450,294,2744,Credito
2203,"2021-03-29 00:00:00",226,F-000-02203,"2021-03-29 00:00:00",Pack-C,350,2,700,84,784,Credito
2204,"2021-04-22 00:00:00",306,F-000-02204,"2021-04-22 00:00:00",Pack-C,350,2,700,84,784,Credito
2205,"2021-05-25 00:00:00",140,F-000-02205,"2021-05-25 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2206,"2021-06-28 00:00:00",329,F-000-02206,"2021-06-28 00:00:00",Pack-A,150,6,900,108,1008,Credito
2207,"2021-03-30 00:00:00",254,F-000-02207,"2021-03-30 00:00:00",Pack-A,150,1,150,18,168,Credito
2208,"2021-06-22 00:00:00",281,F-000-02208,"2021-06-22 00:00:00",Pack-A,150,2,300,36,336,Credito
2209,"2021-02-04 00:00:00",140,F-000-02209,"2021-02-04 00:00:00",Pack-A,150,4,600,72,672,Credito
2210,"2021-01-25 00:00:00",41,F-000-02210,"2021-01-25 00:00:00",Pack-A,150,5,750,90,840,Credito
2211,"2021-05-04 00:00:00",77,F-000-02211,"2021-05-04 00:00:00",Pack-A,150,3,450,54,504,Credito
2212,"2021-03-08 00:00:00",253,F-000-02212,"2021-03-08 00:00:00",Pack-C,350,4,1400,168,1568,Credito
2213,"2021-03-12 00:00:00",309,F-000-02213,"2021-03-12 00:00:00",Pack-C,350,3,1050,126,1176,Credito
2214,"2021-04-05 00:00:00",3,F-000-02214,"2021-04-05 00:00:00",Pack-A,150,1,150,18,168,Credito
2215,"2021-03-09 00:00:00",142,F-000-02215,"2021-03-09 00:00:00",Pack-A,150,2,300,36,336,Credito
2216,"2021-02-01 00:00:00",298,F-000-02216,"2021-02-01 00:00:00",Pack-A,150,9,1350,162,1512,Credito
2217,"2021-04-06 00:00:00",254,F-000-02217,"2021-04-06 00:00:00",Pack-B,250,5,1250,150,1400,Credito
2218,"2021-06-25 00:00:00",226,F-000-02218,"2021-06-25 00:00:00",Pack-B,250,3,750,90,840,Credito
2219,"2021-05-20 00:00:00",226,F-000-02219,"2021-05-20 00:00:00",Pack-C,350,1,350,42,392,Credito
2220,"2021-06-02 00:00:00",306,F-000-02220,"2021-06-02 00:00:00",Pack-C,350,9,3150,378,3528,Credito
2221,"2021-04-02 00:00:00",351,F-000-02221,"2021-04-02 00:00:00",Pack-C,350,4,1400,168,1568,Credito
